article,what is bitcoin? - coindesk,"with the rise of bitcoin, many have asked the question 'what is bitcoin?' read the free guide in our information centre and learn about bitcoin today.",http://www.coindesk.com/information/what-is-bitcoin/,,,2013-08-20t21:59:01+00:00,2014-05-20t13:55:18+00:00
article,state of bitcoin q2 2014 report reveals expanding bitcoin economy #btcreport2014,this state of bitcoin report focuses on data and events in the second quarter of 2014 through to the present day.,http://www.coindesk.com/state-of-bitcoin-q2-2014-report-expanding-bitcoin-economy/, | data analysis | news | state of bitcoin reports, | coindesk | state of bitcoin,2014-07-10t10:55:58+00:00,2014-07-25t16:33:05+00:00
article,state of bitcoin q1 2014 report shows venture capital soaring,"much has happened since coindesk released its first state of bitcoin report earlier this year. for example, the growing sum of venture capital that has been invested in bitcoin startups is now up to $154m.",http://www.coindesk.com/bitcoin-report-q1-2014/, | data analysis | news | state of bitcoin reports | data analysis | features | news | state of bitcoin reports, | coindesk | state of bitcoin | coindesk | state of bitcoin | venture capital,2014-04-24t14:59:15+00:00,2014-07-25t16:34:01+00:00
article,what is the difference between litecoin and bitcoin?,"litecoin's goal is to be the 'silver' to bitcoin's 'gold', but how does it differ to the original cryptocurrency?",http://www.coindesk.com/information/comparing-litecoin-bitcoin/, | data analysis | news | state of bitcoin reports | data analysis | features | news | state of bitcoin reports, | coindesk | state of bitcoin | coindesk | state of bitcoin | venture capital,2014-02-16t19:23:16+00:00,2014-04-21t16:38:49+00:00
article,denmark declares bitcoin trades are tax-free,"denmark's tax board ruled today that gains from bitcoin trading are exempt from taxation, and losses are not tax-deductible.",http://www.coindesk.com/denmark-declares-bitcoin-trades-tax-free/, | data analysis | news | state of bitcoin reports | data analysis | features | news | state of bitcoin reports | news | regulation, | coindesk | state of bitcoin | coindesk | state of bitcoin | venture capital | denmark | tax,2014-03-25t22:28:47+00:00,2014-04-15t16:32:40+00:00
